url,carName,className,modelName,color,year,gear,cylinders,driveTrain,insideColor,seatsType,slideRoof,parkSensors,camera,dvd,cd,bluetooth,gps,mileage,price,warranty,advertiseDate,contact,owner
http://www.qatarsale.com/mycar_e.aspx?carid=123862,Porsche,Cayenne,S,Brown,2012,Automatic,8,4WD,Beige,Leather,YES,YES,YES,NO,YES,YES,YES,"41,000 Km","165,000 Q.R.",YES,15-11-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=125350,Nissan,Patrol,Safari,Gold,2016,Automatic,6,4WD,Dark Grey,Cloth,YES,NO,NO,NO,YES,NO,NO,0 Km,"143,000 Q.R.",YES,04-08-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=126644,Volkswagen,TIGUAN,,Silver,2014,Automatic,4,RWD,Black,Cloth,NO,NO,NO,NO,YES,NO,NO,"17,000 Km","74,900 Q.R.",YES,06-10-2015,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=129571,Volkswagen,Touareg,,Blue,2015,Automatic,6,AWD,Beige,Leather,YES,YES,NO,NO,YES,YES,NO,"5,000 Km","139,900 Q.R.",YES,25-10-2015,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=129779,Volkswagen,CC,,White,2014,Automatic,4,FWD,Beige,Leather,NO,YES,YES,NO,YES,YES,NO,"21,000 Km","59,900 Q.R.",YES,12-06-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=130132,Maserati,Quattroporte,,Gold,2014,Automatic,8,RWD,Black,Leather,YES,YES,YES,YES,YES,NO,NO,"36,000 Km","380,000 Q.R.",NO,28-10-2015,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=132524,Ford,Ranger,,Silver,2015,Manual,4,4WD,Black,Cloth,NO,NO,NO,NO,YES,YES,NO,0 Km,"77,000 Q.R.",YES,18-07-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=133415,GMC,Sierra,,White,2007,Automatic,8,4WD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"178,000 Km","27,000 Q.R.",NO,07-10-2018,+974 66061740,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=133640,Nissan,Patrol,Platinum, Gray,2016,Automatic,8,4WD,Brown,Leather,YES,YES,YES,YES,YES,YES,YES,0 Km,"216,000 Q.R.",YES,03-12-2015,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=134662,Ford,F,150, Gray,2015,Automatic,8,4WD,Beige,Cloth,NO,YES,YES,NO,YES,YES,NO,0 Km,"150,000 Q.R.",YES,23-06-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=137568,Volkswagen,Touareg,,Black,2015,Automatic,6,4WD,Beige,Leather,NO,YES,NO,NO,YES,YES,NO,"18,000 Km","109,900 Q.R.",YES,14-06-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=137569,Volkswagen,Touareg,,Blue,2014,Automatic,8,4WD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"25,000 Km","145,000 Q.R.",YES,12-06-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=138054,Hummer,H2,,Black,2006,Automatic,8,4WD,Black,Leather,YES,YES,YES,NO,YES,YES,YES,"168,000 Km","65,000 Q.R.",NO,16-08-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=144403,Toyota,Land Cruiser,VXR,Black,2015,Automatic,8,4WD,Light Brown,Leather,YES,YES,NO,NO,YES,YES,YES,"30,000 Km","235,000 Q.R.",YES,12-07-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=146432,Volkswagen,Passat,CC, Gray,2015,Automatic,4,FWD,Beige,Cloth,YES,YES,YES,NO,YES,YES,NO,"15,000 Km","79,900 Q.R.",YES,29-06-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=146434,Volkswagen,Touareg,,Gold,2015,Automatic,6,AWD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"15,000 Km","119,000 Q.R.",YES,31-05-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=146443,Volkswagen,Touareg,,White,2015,Automatic,6,AWD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"9,000 Km","109,900 Q.R.",NO,17-05-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=147050,Nissan,Patrol,Safari,Gold,2006,Automatic,6,4WD,Beige,Cloth,YES,NO,NO,NO,YES,NO,NO,"31,000 Km","65,000 Q.R.",NO,17-02-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=148580,Mercedes-Benz,G-Class,63 AMG,White,2015,Automatic,8,AWD,Brown,Leather,YES,YES,YES,YES,YES,YES,YES,"7,000 Km","2,850,000 Q.R.",YES,14-05-2016,+974 33777732,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=151938,Infiniti,M,37, Gray,2013,Automatic,6,RWD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"13,000 Km","91,000 Q.R.",YES,01-04-2017,+974 44974922,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=153668,Nissan,Patrol,Pickup,Black,2014,Manual,6,4WD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"15,000 Km","85,000 Q.R.",NO,03-04-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=154889,Kia,Sportage,, Gray,2016,Automatic,4,4WD,Black,Cloth,NO,YES,NO,NO,YES,YES,NO,0 Km,"67,000 Q.R.",YES,06-10-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=155406,Kia,Sportage,,Silver,2016,Automatic,4,4WD,Black,Cloth,NO,YES,NO,NO,YES,YES,NO,0 Km,"62,000 Q.R.",YES,14-04-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=155545,Chevrolet,Captiva,LT,White,2008,Automatic,4,FWD,Beige,Cloth,NO,YES,NO,NO,YES,NO,NO,"100,000 Km","28,000 Q.R.",NO,21-07-2018,+974 55085228,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=155868,Toyota,Land Cruiser,GXR,White,2016,Automatic,8,4WD,Beige,Cloth,YES,YES,YES,YES,YES,YES,YES,0 Km,"211,000 Q.R.",YES,18-04-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=156737,Toyota,Land Cruiser,VXR,White,2013,Automatic,8,4WD,Beige,Cloth,YES,YES,YES,YES,YES,YES,YES,"95,000 Km","165,000 Q.R.",NO,07-06-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=158545,Ford,F,150,White,2015,Automatic,8,4WD,Beige,Cloth,NO,YES,YES,NO,YES,YES,NO,0 Km,"150,000 Q.R.",YES,26-09-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=159318,Volkswagen,CC,, Gray,2015,Automatic,4,FWD,Beige,Leather,YES,YES,YES,NO,YES,NO,NO,"15,000 Km","69,900 Q.R.",YES,10-05-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=160642,Chevrolet,Malibu,LT,Dark Gray,2013,Automatic,4,FWD,Black,Cloth,NO,NO,NO,NO,YES,NO,NO,"90,000 Km","28,000 Q.R.",NO,19-08-2018,+974 55323236,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=162403,Infiniti,FX,35,Silver,2012,Automatic,6,4WD,Black,Leather,YES,YES,YES,YES,YES,YES,YES,"40,000 Km","97,000 Q.R.",YES,29-05-2016,+974 55561356 ,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=162769,Toyota,Land Cruiser,GX,Pearl,2015,Automatic,8,4WD,Beige,Cloth,YES,YES,YES,NO,YES,YES,YES,"15,000 Km","175,000 Q.R.",YES,01-06-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=162798,BMW,6-Series,650i,Black,2014,Automatic,8,AWD,Off White,Leather,YES,YES,YES,YES,YES,YES,YES,"40,000 Km","166,000 Q.R.",YES,01-06-2016,+974 55561356 ,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=163497,Lexus,NX,200 T,White,2016,Automatic,4,AWD,Red & Black,Leather,YES,YES,YES,YES,YES,YES,YES,0 Km,"201,000 Q.R.",YES,06-06-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=164286,Volkswagen,Phaeton,,Black,2004,Automatic,8,AWD,Beige,Leather,YES,YES,NO,NO,NO,NO,NO,"96,900 Km","39,900 Q.R.",NO,13-06-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=167593,Dodge,Ram,,Maroon,2012,Automatic,8,4WD,Beige,Leather,YES,NO,NO,NO,YES,YES,NO,"107,000 Km","70,000 Q.R.",NO,08-10-2018,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=169031,Ford,Raptor,,Beige,2013,Automatic,8,4WD,Black,Leather,YES,YES,YES,NO,YES,YES,YES,"118,000 Km","160,000 Q.R.",YES,08-10-2018,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=170950,Toyota,Land Cruiser, LX,Beige,2016,Manual,6,4WD,Beige,Cloth,NO,NO,NO,NO,YES,NO,YES,0 Km,"117,000 Q.R.",NO,17-11-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=170951,Toyota,Land Cruiser,GXR,Pearl,2016,Manual,6,4WD,Beige,Cloth,YES,YES,YES,NO,YES,YES,NO,0 Km,"181,000 Q.R.",YES,10-10-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=170998,Chevrolet,Camaro,ZL1,White,2015,Manual,8,RWD,Black,Leather,YES,YES,YES,YES,YES,YES,YES,0 Km,"169,000 Q.R.",YES,09-04-2018,+974 55728482,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=171470,Volkswagen,Passat,,Gold,2015,Automatic,5,FWD,Dark Grey,Cloth,NO,NO,YES,NO,YES,YES,NO,"17,000 Km","40,000 Q.R.",YES,11-08-2016,+974 33000150,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=172195,Lexus,LX,570,Black,2010,Automatic,8,4WD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"180,000 Km","110,000 Q.R.",NO,03-12-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=173675,Land Rover,Range Rover,Vogue HSE,White,2006,Automatic,8,4WD,Off White,Leather,YES,YES,YES,NO,YES,YES,YES,"170,000 Km","19,000 Q.R.",NO,09-07-2018,+974 77449448,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=175541,Chevrolet,TrailBlazer,,White,2013,Automatic,6,4WD,Dark Grey,Cloth,NO,NO,NO,NO,YES,NO,NO,"88,000 Km","45,000 Q.R.",NO,10-07-2017,+974 55728482,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=177163,Chevrolet,Tahoe,,Dark Gray,2011,Automatic,8,4WD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"197,000 Km","55,000 Q.R.",NO,23-10-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=178333,Toyota,Camry,GL,White,2017,Automatic,4,FWD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,0 Km,"67,000 Q.R.",NO,21-05-2018,+974 55252313,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=179760,Mitsubishi,Pajero,,White,2016,Automatic,6,4WD,Beige,Cloth,NO,YES,YES,NO,YES,YES,NO,0 Km,"78,000 Q.R.",NO,09-04-2018,+974 55252313,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=179821,Cadillac,ATS,, Gray,2015,Automatic,6,RWD,Red,Leather,YES,YES,YES,YES,YES,YES,YES,"25,000 Km","139,000 Q.R.",YES,03-07-2018,+974 55649779,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=180038,Mercedes-Benz,ML-Class,350,White,2008,Automatic,6,4WD,Beige,Leather,YES,YES,NO,NO,YES,YES,NO,"124,000 Km","33,000 Q.R.",NO,29-09-2018,+974 66618887,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=180650,Jeep,Wrangler,Sahara,Red,2012,Manual,6,4WD,Black,Cloth,NO,NO,NO,NO,YES,NO,NO,"97,000 Km","55,000 Q.R.",NO,19-09-2018,+974 66061740,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=182809,Nissan,Juke,,Maroon,2016,Automatic,4,FWD,Black,Cloth,NO,NO,YES,NO,YES,YES,NO,0 Km,"56,000 Q.R.",YES,24-11-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=183158,BMW,7-Series,740 Li,Black,2006,Automatic,8,RWD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"90,000 Km","38,000 Q.R.",NO,29-07-2018,+974 55381800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=183524,Toyota,Previa,,Dark Gray,2011,Automatic,4,FWD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"234,000 Km","30,500 Q.R.",NO,15-11-2016,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=183525,Toyota,Previa,,White,2011,Automatic,4,FWD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"248,000 Km","30,500 Q.R.",NO,15-11-2016,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=183527,Toyota,Previa,,White,2012,Automatic,6,FWD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"215,000 Km","32,500 Q.R.",NO,15-11-2016,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=183694,Toyota,Avalon,, Gray,2011,Automatic,6,FWD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"128,000 Km","47,000 Q.R.",NO,04-12-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=184004,Toyota,Prado,,Pearl,2010,Automatic,6,4WD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"237,000 Km","42,000 Q.R.",NO,19-11-2016,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=184460,Toyota,Coaster,,White,2009,Automatic,4,RWD,Dark Grey,Cloth,NO,NO,NO,NO,NO,NO,NO,"224,000 Km","44,000 Q.R.",NO,22-11-2016,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=185063,Toyota,Land Cruiser,GXR - Limited,Black,2015,Automatic,8,4WD,Beige,Cloth,YES,YES,YES,NO,YES,YES,YES,"40,000 Km","180,000 Q.R.",YES,04-12-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=185470,Nissan,Patrol,SE,White,2017,Automatic,6,4WD,Beige,Cloth,YES,YES,YES,NO,YES,YES,YES,0 Km,"179,000 Q.R.",NO,25-09-2017,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=186558,Nissan,Patrol,SE, Gray,2012,Automatic,8,4WD,Black,Cloth,NO,YES,NO,NO,YES,NO,NO,"69,000 Km","87,000 Q.R.",NO,15-09-2018,+974 55294000,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=187229,Nissan,Patrol,SE,White,2010,Automatic,8,4WD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"120,000 Km","80,000 Q.R.",NO,14-12-2016,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=187240,Mercedes-Benz,560 SEL,,Beige,1991,Automatic,8,RWD,Beige,Leather,YES,NO,NO,NO,YES,NO,NO,"152,000 Km","35,000 Q.R.",NO,03-12-2017,+974 55381800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=187868,GMC,Yukon,,Gold,2007,Automatic,8,4WD,Beige,Cloth,YES,YES,YES,NO,YES,NO,NO,"129,000 Km","24,000 Q.R.",NO,21-12-2016,+974 55323236,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=188070,Ford,Expedition,,Dark Gray,2016,Automatic,6,4WD,Beige,Cloth,NO,YES,YES,NO,YES,YES,NO,0 Km,"126,000 Q.R.",YES,11-05-2017,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=188071,Nissan,Patrol,SE,Brown,2017,Automatic,6,4WD,Beige,Cloth,YES,YES,YES,YES,YES,YES,YES,0 Km,"180,000 Q.R.",NO,03-07-2017,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=188087,Dodge,Ram,,Silver,2013,Automatic,8,4WD,Dark Grey,Cloth,NO,YES,YES,NO,YES,YES,NO,"121,000 Km","65,000 Q.R.",NO,22-12-2016,+974 30003387,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=188124,Chevrolet,Captiva,LTZ, Gray,2015,Automatic,6,AWD,Beige,Leather,YES,YES,YES,NO,YES,YES,YES,"7,900 Km","65,000 Q.R.",YES,09-04-2018,+974 55728482,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=188581,Toyota,Land Cruiser, LX,Beige,2016,Manual,6,4WD,Beige,Cloth,NO,NO,YES,NO,YES,YES,NO,0 Km,"118,000 Q.R.",NO,30-01-2017,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=188583,Toyota,Land Cruiser,,White,2016,Manual,6,4WD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,0 Km,"114,000 Q.R.",YES,26-12-2016,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=189561,Chevrolet,Captiva,LTZ,Brown,2015,Automatic,6,4WD,Beige,Leather,YES,YES,NO,NO,YES,NO,NO,0 Km,"65,000 Q.R.",YES,02-04-2018,+974 55728482,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=189846,Nissan,Patrol,SE,White,2012,Automatic,8,4WD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"119,000 Km","120,000 Q.R.",NO,04-01-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=190167,Toyota,Land Cruiser,VXR,Beige,2011,Automatic,8,4WD,Beige,Cloth,YES,YES,YES,NO,YES,YES,YES,"121,000 Km","87,500 Q.R.",NO,07-01-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=190480,Ford,Explorer,,White,2016,Automatic,6,4WD,Beige,Cloth,NO,YES,YES,NO,YES,YES,NO,0 Km,"88,000 Q.R.",YES,30-07-2018,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=191219,Toyota,Previa,,White,2012,Automatic,6,FWD,Beige,Cloth,YES,YES,NO,NO,YES,NO,NO,"274,000 Km","32,500 Q.R.",NO,19-12-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=191740,Lexus,LS,460,White,2007,Automatic,8,RWD,Black,Leather,YES,YES,YES,YES,YES,YES,YES,"139,000 Km","57,000 Q.R.",NO,17-01-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=192238,Toyota,Camry,,Dark Gray,2011,Automatic,4,FWD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"115,000 Km","21,000 Q.R.",NO,21-01-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=192383,Porsche,Cayenne,Turbo S,Black,2014,Automatic,8,4WD,Red,Leather,YES,YES,YES,NO,YES,YES,YES,"48,000 Km","170,000 Q.R.",YES,08-10-2018,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193172,Lexus,LS,600 H,Black,2012,Automatic,8,RWD,Beige,Leather,YES,YES,YES,NO,YES,YES,YES,"25,000 Km","95,500 Q.R.",NO,28-01-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193187,Infiniti,Q,70,Black,2014,Automatic,6,RWD,Beige,Leather,YES,YES,YES,NO,YES,YES,YES,0 Km,"108,000 Q.R.",YES,28-01-2017,+974 44974922,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193189,Infiniti,FX,Vettel,White Matte,2013,Automatic,8,AWD,Black,Leather,YES,YES,YES,YES,YES,YES,YES,"11,168 Km","199,000 Q.R.",NO,28-01-2017,+974 44974922,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193626,Toyota,Camry,,Black,2011,Automatic,4,FWD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"103,000 Km","21,000 Q.R.",NO,31-01-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193692,Mitsubishi,Galant,,Silver,2007,Automatic,4,FWD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"138,000 Km","15,000 Q.R.",NO,03-03-2018,+974 66000576,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193772,Nissan,Patrol,Safari,Black,2012,Manual,6,4WD,Red,Cloth,NO,NO,NO,NO,YES,NO,NO,"30,000 Km","88,000 Q.R.",NO,01-02-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193773,Cadillac,Escalade,,Gold,2011,Automatic,8,4WD,Beige,Leather,YES,YES,YES,YES,YES,YES,YES,"64,000 Km","68,000 Q.R.",NO,25-10-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=193779,Cadillac,Escalade, ESV,Dark Gray,2011,Automatic,8,4WD,Black,Leather,YES,YES,YES,YES,YES,YES,YES,"70,000 Km","80,000 Q.R.",NO,01-02-2017,+974 44353444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=194106,Lexus,ES,350,White,2011,Automatic,6,RWD,Beige,Leather,YES,YES,YES,NO,YES,YES,YES,"16,800 Km","74,000 Q.R.",NO,04-02-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=195324,Toyota,Land Cruiser, LX,Beige,2016,Manual,6,4WD,Beige,Cloth,NO,NO,NO,YES,YES,YES,YES,0 Km,"118,000 Q.R.",YES,27-02-2017,+974 74454959,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=195626,Renault,koleos ,,White,2012,Automatic,4,AWD,Black,Cloth,NO,NO,NO,NO,YES,NO,NO,"31,000 Km","32,000 Q.R.",NO,18-02-2017,+974 44974922,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=195801,Mclaren,650 S,,Green,2015,Automatic,8,RWD,Black,Leather,NO,YES,YES,NO,YES,YES,YES,"9,000 Km","600,000 Q.R.",YES,16-09-2018,+974 44068444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=196116,Toyota,Coaster,,White,2012,Manual,4,RWD,Dark Grey,Cloth,NO,NO,NO,NO,NO,NO,NO,"314,000 Km","53,500 Q.R.",NO,21-02-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=196117,Toyota,Coaster,,White,2009,Manual,4,RWD,Dark Grey,Cloth,NO,NO,NO,NO,NO,NO,NO,"277,000 Km","44,500 Q.R.",NO,21-02-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=196121,Toyota,Camry,GL,Black,2010,Automatic,4,FWD,Beige,Cloth,NO,NO,NO,NO,YES,NO,NO,"222,000 Km","23,500 Q.R.",NO,21-02-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=196999,Toyota,Hilux,,White,2011,Manual,4,RWD,Red,Cloth,NO,NO,NO,NO,NO,NO,NO,"212,000 Km","27,500 Q.R.",NO,28-02-2017,8001800,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=197275,Volkswagen,Beetle,,Yellow,2015,Automatic,4,FWD,Black,Leather,YES,YES,NO,NO,YES,YES,YES,"7,000 Km","90,000 Q.R.",YES,12-10-2017,+974 30003387,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=197423,BMW,X-Series,5,White,2007,Automatic,8,4WD,Brown,Leather,YES,YES,YES,NO,YES,YES,YES,"82,000 Km","30,000 Q.R.",NO,06-10-2018,+974 66618887,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=198699,Bentley,Continental,GTC,Beige,2014,Automatic,12,AWD,Beige,Leather,NO,YES,YES,NO,YES,YES,YES,"14,000 Km","470,000 Q.R.",NO,26-09-2018,+974 44068444,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=198839,Nissan,X-Trail,,Dark Gray,2014,Automatic,4,4WD,Grey,Cloth,NO,NO,NO,NO,YES,NO,NO,"42,000 Km","33,000 Q.R.",NO,06-09-2018,+974 50466633,Showroom
http://www.qatarsale.com/mycar_e.aspx?carid=198844,Nissan,Xterra,,White,2010,Automatic,6,4WD,Grey,Cloth,NO,NO,NO,NO,YES,NO,NO,"88,000 Km","33,000 Q.R.",NO,06-09-2018,+974 50466633,Showroom
